Model,File Name,Row_0%,Row_1%,Row_2%,Col_0%,Col_1%,Col_2%
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0060_choices.csv,26.67,40,33.33,20,40,40
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0061_choices.csv,45.45,36.36,18.18,18.18,54.55,27.27
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0062_choices.csv,33.33,16.67,50,16.67,41.67,41.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0063_choices.csv,36.36,45.45,18.18,27.27,36.36,36.36
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0064_choices.csv,45.45,27.27,27.27,36.36,45.45,18.18
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0065_choices.csv,18.18,45.45,36.36,36.36,18.18,45.45
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0066_choices.csv,50,21.43,28.57,21.43,50,28.57
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0067_choices.csv,41.67,41.67,16.67,16.67,33.33,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0068_choices.csv,38.46,46.15,15.38,7.69,61.54,30.77
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0069_choices.csv,35.71,28.57,35.71,14.29,50,35.71
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0070_choices.csv,33.33,41.67,25,25,25,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0071_choices.csv,40,40,20,50,20,30
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0072_choices.csv,40,60,0,10,10,80
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0073_choices.csv,35.71,35.71,28.57,14.29,42.86,42.86
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0074_choices.csv,27.27,45.45,27.27,18.18,45.45,36.36
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0075_choices.csv,41.67,25,33.33,16.67,33.33,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0076_choices.csv,33.33,55.56,11.11,0,44.44,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0077_choices.csv,60,0,40,10,30,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0078_choices.csv,30,20,50,20,40,40
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0079_choices.csv,38.46,30.77,30.77,15.38,38.46,46.15
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0080_choices.csv,45.45,18.18,36.36,9.09,45.45,45.45
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0081_choices.csv,9.09,54.55,36.36,18.18,45.45,36.36
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0082_choices.csv,33.33,44.44,22.22,22.22,44.44,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0083_choices.csv,45.45,36.36,18.18,9.09,45.45,45.45
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0084_choices.csv,41.67,25,33.33,8.33,58.33,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0085_choices.csv,38.46,38.46,23.08,7.69,30.77,61.54
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0086_choices.csv,46.67,33.33,20,13.33,33.33,53.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0087_choices.csv,30.77,38.46,30.77,30.77,30.77,38.46
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0088_choices.csv,58.33,25,16.67,0,50,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0089_choices.csv,33.33,25,41.67,33.33,25,41.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0090_choices.csv,27.27,36.36,36.36,45.45,27.27,27.27
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0091_choices.csv,50,35.71,14.29,14.29,57.14,28.57
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0092_choices.csv,45.45,36.36,18.18,27.27,27.27,45.45
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0093_choices.csv,30.77,46.15,23.08,46.15,23.08,30.77
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0094_choices.csv,41.67,16.67,41.67,0,33.33,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0095_choices.csv,70,10,20,0,30,70
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0096_choices.csv,53.85,15.38,30.77,38.46,38.46,23.08
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0097_choices.csv,36.36,36.36,27.27,9.09,45.45,45.45
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0098_choices.csv,50,0,50,30,20,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0099_choices.csv,25,16.67,58.33,25,33.33,41.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0100_choices.csv,42.86,28.57,28.57,14.29,28.57,57.14
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0101_choices.csv,42.86,57.14,0,0,28.57,71.43
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0102_choices.csv,27.27,27.27,45.45,9.09,36.36,54.55
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0103_choices.csv,53.85,23.08,23.08,7.69,69.23,23.08
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0104_choices.csv,36.36,18.18,45.45,18.18,27.27,54.55
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0105_choices.csv,46.15,23.08,30.77,15.38,38.46,46.15
Pro_deepseek-ai_DeepSeek-V3,demographic_0001_choices.csv,6.67,40,53.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0002_choices.csv,33.33,40,26.67,20,66.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0003_choices.csv,13.33,33.33,53.33,6.67,80,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0004_choices.csv,13.33,20,66.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0005_choices.csv,13.33,20,66.67,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0006_choices.csv,20,26.67,53.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0007_choices.csv,33.33,26.67,40,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0008_choices.csv,6.67,26.67,66.67,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0009_choices.csv,20,13.33,66.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0010_choices.csv,26.67,26.67,46.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0011_choices.csv,13.33,26.67,60,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0012_choices.csv,13.33,46.67,40,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0013_choices.csv,20,20,60,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0014_choices.csv,33.33,33.33,33.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0015_choices.csv,20,20,60,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0016_choices.csv,35.71,21.43,42.86,0,92.86,7.14
Pro_deepseek-ai_DeepSeek-V3,demographic_0017_choices.csv,13.33,60,26.67,6.67,80,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0018_choices.csv,40,26.67,33.33,13.33,73.33,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0019_choices.csv,6.67,33.33,60,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0020_choices.csv,13.33,40,46.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0021_choices.csv,0,26.67,73.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0022_choices.csv,20,13.33,66.67,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0023_choices.csv,13.33,40,46.67,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0024_choices.csv,26.67,26.67,46.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0025_choices.csv,20,20,60,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0026_choices.csv,26.67,33.33,40,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0027_choices.csv,13.33,20,66.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0028_choices.csv,40,26.67,33.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0029_choices.csv,13.33,20,66.67,6.67,73.33,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0030_choices.csv,20,20,60,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0031_choices.csv,13.33,26.67,60,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0032_choices.csv,26.67,13.33,60,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0033_choices.csv,13.33,53.33,33.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0034_choices.csv,26.67,20,53.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0035_choices.csv,13.33,26.67,60,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0036_choices.csv,13.33,33.33,53.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0037_choices.csv,20,40,40,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0038_choices.csv,6.67,26.67,66.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0039_choices.csv,13.33,46.67,40,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0040_choices.csv,13.33,33.33,53.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0041_choices.csv,26.67,33.33,40,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0042_choices.csv,20,20,60,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0043_choices.csv,20,33.33,46.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0044_choices.csv,0,33.33,66.67,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0045_choices.csv,0,46.67,53.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0046_choices.csv,20,26.67,53.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0047_choices.csv,20,20,60,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0048_choices.csv,13.33,26.67,60,6.67,93.33,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0049_choices.csv,13.33,40,46.67,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0050_choices.csv,13.33,20,66.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0051_choices.csv,33.33,26.67,40,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0052_choices.csv,6.67,46.67,46.67,6.67,93.33,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0053_choices.csv,13.33,40,46.67,6.67,80,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0054_choices.csv,13.33,13.33,73.33,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0055_choices.csv,13.33,53.33,33.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0056_choices.csv,6.67,20,73.33,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0057_choices.csv,26.67,40,33.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0058_choices.csv,26.67,26.67,46.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0059_choices.csv,26.67,40,33.33,6.67,80,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0060_choices.csv,26.67,20,53.33,6.67,80,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0061_choices.csv,13.33,33.33,53.33,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0062_choices.csv,13.33,26.67,60,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0063_choices.csv,26.67,33.33,40,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0064_choices.csv,20,20,60,6.67,80,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0065_choices.csv,40,20,40,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0066_choices.csv,26.67,40,33.33,13.33,80,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0067_choices.csv,20,26.67,53.33,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0068_choices.csv,33.33,26.67,40,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0069_choices.csv,20,26.67,53.33,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0070_choices.csv,6.67,26.67,66.67,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0071_choices.csv,40,40,20,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0072_choices.csv,20,13.33,66.67,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0073_choices.csv,6.67,40,53.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0074_choices.csv,21.43,28.57,50,7.14,78.57,14.29
Pro_deepseek-ai_DeepSeek-V3,demographic_0075_choices.csv,26.67,46.67,26.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0076_choices.csv,13.33,46.67,40,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0077_choices.csv,13.33,40,46.67,6.67,93.33,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0078_choices.csv,33.33,53.33,13.33,6.67,93.33,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0079_choices.csv,20,20,60,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0080_choices.csv,20,26.67,53.33,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0081_choices.csv,13.33,26.67,60,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0082_choices.csv,33.33,20,46.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0083_choices.csv,40,26.67,33.33,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0084_choices.csv,26.67,20,53.33,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0085_choices.csv,26.67,20,53.33,6.67,73.33,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0086_choices.csv,6.67,26.67,66.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0087_choices.csv,13.33,53.33,33.33,20,73.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0088_choices.csv,0,0,100,6.67,93.33,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0089_choices.csv,6.67,20,73.33,6.67,80,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0090_choices.csv,13.33,46.67,40,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0091_choices.csv,26.67,26.67,46.67,6.67,86.67,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0092_choices.csv,13.33,46.67,40,6.67,80,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0093_choices.csv,6.67,26.67,66.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0094_choices.csv,6.67,26.67,66.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0095_choices.csv,6.67,40,53.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0096_choices.csv,26.67,13.33,60,6.67,93.33,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0097_choices.csv,0,33.33,66.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0098_choices.csv,20,40,40,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0099_choices.csv,26.67,33.33,40,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0100_choices.csv,26.67,6.67,66.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0101_choices.csv,6.67,46.67,46.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0102_choices.csv,20,53.33,26.67,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0103_choices.csv,6.67,33.33,60,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0104_choices.csv,33.33,13.33,53.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0105_choices.csv,13.33,46.67,40,6.67,93.33,0
Qwen_QwQ-32B-Preview,demographic_0001_choices.csv,60,33.33,6.67,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0002_choices.csv,53.33,46.67,0,0,60,40
Qwen_QwQ-32B-Preview,demographic_0003_choices.csv,46.67,40,13.33,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0004_choices.csv,71.43,14.29,14.29,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0005_choices.csv,26.67,46.67,26.67,0,46.67,53.33
Qwen_QwQ-32B-Preview,demographic_0006_choices.csv,78.57,21.43,0,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0007_choices.csv,57.14,42.86,0,0,50,50
Qwen_QwQ-32B-Preview,demographic_0008_choices.csv,73.33,26.67,0,6.67,66.67,26.67
Qwen_QwQ-32B-Preview,demographic_0009_choices.csv,38.46,53.85,7.69,0,38.46,61.54
Qwen_QwQ-32B-Preview,demographic_0010_choices.csv,61.54,30.77,7.69,0,61.54,38.46
Qwen_QwQ-32B-Preview,demographic_0011_choices.csv,20,80,0,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0012_choices.csv,80,20,0,0,40,60
Qwen_QwQ-32B-Preview,demographic_0013_choices.csv,53.85,38.46,7.69,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0014_choices.csv,42.86,57.14,0,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0015_choices.csv,66.67,26.67,6.67,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0016_choices.csv,46.67,53.33,0,0,86.67,13.33
Qwen_QwQ-32B-Preview,demographic_0017_choices.csv,71.43,21.43,7.14,7.14,71.43,21.43
Qwen_QwQ-32B-Preview,demographic_0018_choices.csv,50,50,0,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0019_choices.csv,33.33,46.67,20,0,33.33,66.67
Qwen_QwQ-32B-Preview,demographic_0020_choices.csv,53.33,33.33,13.33,0,73.33,26.67
Qwen_QwQ-32B-Preview,demographic_0021_choices.csv,73.33,20,6.67,0,60,40
Qwen_QwQ-32B-Preview,demographic_0022_choices.csv,50,50,0,0,50,50
Qwen_QwQ-32B-Preview,demographic_0023_choices.csv,33.33,53.33,13.33,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0024_choices.csv,76.92,23.08,0,0,84.62,15.38
Qwen_QwQ-32B-Preview,demographic_0025_choices.csv,50,50,0,7.14,28.57,64.29
Qwen_QwQ-32B-Preview,demographic_0026_choices.csv,57.14,35.71,7.14,7.14,42.86,50
Qwen_QwQ-32B-Preview,demographic_0027_choices.csv,64.29,28.57,7.14,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0028_choices.csv,53.33,40,6.67,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0029_choices.csv,85.71,7.14,7.14,7.14,42.86,50
Qwen_QwQ-32B-Preview,demographic_0030_choices.csv,78.57,21.43,0,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0031_choices.csv,57.14,42.86,0,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0032_choices.csv,57.14,35.71,7.14,0,50,50
Qwen_QwQ-32B-Preview,demographic_0033_choices.csv,69.23,30.77,0,0,38.46,61.54
Qwen_QwQ-32B-Preview,demographic_0034_choices.csv,53.33,46.67,0,0,33.33,66.67
Qwen_QwQ-32B-Preview,demographic_0035_choices.csv,46.67,46.67,6.67,6.67,66.67,26.67
Qwen_QwQ-32B-Preview,demographic_0036_choices.csv,64.29,35.71,0,0,35.71,64.29
Qwen_QwQ-32B-Preview,demographic_0037_choices.csv,66.67,33.33,0,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0038_choices.csv,80,20,0,0,46.67,53.33
Qwen_QwQ-32B-Preview,demographic_0039_choices.csv,61.54,30.77,7.69,0,46.15,53.85
Qwen_QwQ-32B-Preview,demographic_0040_choices.csv,42.86,50,7.14,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0041_choices.csv,57.14,35.71,7.14,0,64.29,35.71
Qwen_QwQ-32B-Preview,demographic_0042_choices.csv,50,41.67,8.33,0,50,50
Qwen_QwQ-32B-Preview,demographic_0043_choices.csv,61.54,38.46,0,0,61.54,38.46
Qwen_QwQ-32B-Preview,demographic_0044_choices.csv,50,50,0,8.33,58.33,33.33
Qwen_QwQ-32B-Preview,demographic_0045_choices.csv,53.33,46.67,0,13.33,33.33,53.33
Qwen_QwQ-32B-Preview,demographic_0046_choices.csv,57.14,28.57,14.29,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0047_choices.csv,53.85,46.15,0,0,38.46,61.54
Qwen_QwQ-32B-Preview,demographic_0048_choices.csv,61.54,30.77,7.69,0,23.08,76.92
Qwen_QwQ-32B-Preview,demographic_0049_choices.csv,66.67,33.33,0,0,60,40
Qwen_QwQ-32B-Preview,demographic_0050_choices.csv,53.33,46.67,0,0,33.33,66.67
Qwen_QwQ-32B-Preview,demographic_0051_choices.csv,53.85,38.46,7.69,0,76.92,23.08
Qwen_QwQ-32B-Preview,demographic_0052_choices.csv,73.33,26.67,0,0,26.67,73.33
Qwen_QwQ-32B-Preview,demographic_0053_choices.csv,35.71,57.14,7.14,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0054_choices.csv,26.67,66.67,6.67,0,73.33,26.67
Qwen_QwQ-32B-Preview,demographic_0055_choices.csv,28.57,57.14,14.29,0,78.57,21.43
Qwen_QwQ-32B-Preview,demographic_0056_choices.csv,46.67,53.33,0,6.67,66.67,26.67
Qwen_QwQ-32B-Preview,demographic_0057_choices.csv,50,50,0,0,50,50
Qwen_QwQ-32B-Preview,demographic_0058_choices.csv,46.67,40,13.33,0,33.33,66.67
Qwen_QwQ-32B-Preview,demographic_0059_choices.csv,53.85,46.15,0,0,46.15,53.85
Qwen_QwQ-32B-Preview,demographic_0060_choices.csv,46.67,46.67,6.67,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0061_choices.csv,69.23,15.38,15.38,0,61.54,38.46
Qwen_QwQ-32B-Preview,demographic_0062_choices.csv,64.29,28.57,7.14,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0063_choices.csv,50,42.86,7.14,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0064_choices.csv,73.33,20,6.67,0,46.67,53.33
Qwen_QwQ-32B-Preview,demographic_0065_choices.csv,60,33.33,6.67,0,46.67,53.33
Qwen_QwQ-32B-Preview,demographic_0066_choices.csv,33.33,66.67,0,0,60,40
Qwen_QwQ-32B-Preview,demographic_0067_choices.csv,35.71,50,14.29,0,71.43,28.57
Qwen_QwQ-32B-Preview,demographic_0068_choices.csv,53.33,46.67,0,0,73.33,26.67
Qwen_QwQ-32B-Preview,demographic_0069_choices.csv,85.71,7.14,7.14,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0070_choices.csv,64.29,28.57,7.14,7.14,57.14,35.71
Qwen_QwQ-32B-Preview,demographic_0071_choices.csv,64.29,14.29,21.43,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0072_choices.csv,50,42.86,7.14,0,78.57,21.43
Qwen_QwQ-32B-Preview,demographic_0073_choices.csv,80,20,0,0,60,40
Qwen_QwQ-32B-Preview,demographic_0074_choices.csv,26.67,60,13.33,0,80,20
Qwen_QwQ-32B-Preview,demographic_0075_choices.csv,40,60,0,0,33.33,66.67
Qwen_QwQ-32B-Preview,demographic_0076_choices.csv,53.85,30.77,15.38,0,38.46,61.54
Qwen_QwQ-32B-Preview,demographic_0077_choices.csv,71.43,21.43,7.14,0,50,50
Qwen_QwQ-32B-Preview,demographic_0078_choices.csv,53.33,33.33,13.33,0,73.33,26.67
Qwen_QwQ-32B-Preview,demographic_0079_choices.csv,53.33,26.67,20,0,33.33,66.67
Qwen_QwQ-32B-Preview,demographic_0080_choices.csv,66.67,26.67,6.67,0,73.33,26.67
Qwen_QwQ-32B-Preview,demographic_0081_choices.csv,40,53.33,6.67,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0082_choices.csv,92.86,7.14,0,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0083_choices.csv,35.71,64.29,0,7.14,78.57,14.29
Qwen_QwQ-32B-Preview,demographic_0084_choices.csv,53.33,46.67,0,0,73.33,26.67
Qwen_QwQ-32B-Preview,demographic_0085_choices.csv,42.86,42.86,14.29,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0086_choices.csv,35.71,57.14,7.14,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0087_choices.csv,53.33,40,6.67,6.67,66.67,26.67
Qwen_QwQ-32B-Preview,demographic_0088_choices.csv,42.86,35.71,21.43,0,71.43,28.57
Qwen_QwQ-32B-Preview,demographic_0089_choices.csv,40,53.33,6.67,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0090_choices.csv,66.67,33.33,0,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0091_choices.csv,86.67,6.67,6.67,0,80,20
Qwen_QwQ-32B-Preview,demographic_0092_choices.csv,64.29,28.57,7.14,7.14,42.86,50
Qwen_QwQ-32B-Preview,demographic_0093_choices.csv,53.33,46.67,0,0,46.67,53.33
Qwen_QwQ-32B-Preview,demographic_0094_choices.csv,53.33,46.67,0,0,60,40
Qwen_QwQ-32B-Preview,demographic_0095_choices.csv,69.23,0,30.77,0,46.15,53.85
Qwen_QwQ-32B-Preview,demographic_0096_choices.csv,57.14,42.86,0,0,50,50
Qwen_QwQ-32B-Preview,demographic_0097_choices.csv,61.54,15.38,23.08,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0098_choices.csv,61.54,30.77,7.69,0,46.15,53.85
Qwen_QwQ-32B-Preview,demographic_0099_choices.csv,46.67,40,13.33,0,60,40
Qwen_QwQ-32B-Preview,demographic_0100_choices.csv,46.15,46.15,7.69,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0101_choices.csv,73.33,26.67,0,0,60,40
Qwen_QwQ-32B-Preview,demographic_0102_choices.csv,71.43,21.43,7.14,0,28.57,71.43
Qwen_QwQ-32B-Preview,demographic_0103_choices.csv,53.33,46.67,0,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0104_choices.csv,64.29,28.57,7.14,0,28.57,71.43
Qwen_QwQ-32B-Preview,demographic_0105_choices.csv,60,26.67,13.33,0,40,60
THUDM_glm-4-9b-chat,demographic_0001_choices.csv,26.67,26.67,46.67,13.33,53.33,33.33
THUDM_glm-4-9b-chat,demographic_0002_choices.csv,35.71,28.57,35.71,28.57,42.86,28.57
THUDM_glm-4-9b-chat,demographic_0003_choices.csv,28.57,42.86,28.57,14.29,50,35.71
THUDM_glm-4-9b-chat,demographic_0004_choices.csv,66.67,20,13.33,20,46.67,33.33
