Model,File Name,Row_0%,Row_1%,Row_2%,Col_0%,Col_1%,Col_2%
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0033_choices.csv,75,25,0,25,50,25
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0034_choices.csv,50,25,25,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0035_choices.csv,66.67,16.67,16.67,0,50,50
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0036_choices.csv,33.33,0,66.67,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0037_choices.csv,71.43,28.57,0,14.29,85.71,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0038_choices.csv,37.5,62.5,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0039_choices.csv,57.14,42.86,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0040_choices.csv,66.67,33.33,0,0,66.67,33.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0041_choices.csv,83.33,16.67,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0042_choices.csv,25,50,25,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0043_choices.csv,50,50,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0044_choices.csv,35.71,57.14,7.14,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0045_choices.csv,42.86,57.14,0,14.29,57.14,28.57
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0046_choices.csv,75,0,25,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0047_choices.csv,85.71,14.29,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0048_choices.csv,25,50,25,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0049_choices.csv,40,60,0,20,80,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0050_choices.csv,28.57,42.86,28.57,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0051_choices.csv,66.67,33.33,0,0,83.33,16.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0052_choices.csv,28.57,71.43,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0053_choices.csv,41.67,58.33,0,16.67,75,8.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0054_choices.csv,87.5,12.5,0,12.5,75,12.5
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0055_choices.csv,27.27,63.64,9.09,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0056_choices.csv,0,0,0,0,0,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0057_choices.csv,100,0,0,33.33,66.67,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0058_choices.csv,100,0,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0059_choices.csv,63.64,36.36,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0060_choices.csv,0,100,0,0,0,100
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0061_choices.csv,42.86,57.14,0,14.29,85.71,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0062_choices.csv,100,0,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0063_choices.csv,100,0,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0064_choices.csv,100,0,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0065_choices.csv,80,20,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0066_choices.csv,100,0,0,25,75,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0067_choices.csv,0,0,0,0,0,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0068_choices.csv,66.67,16.67,16.67,16.67,83.33,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0069_choices.csv,50,50,0,0,66.67,33.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0070_choices.csv,33.33,33.33,33.33,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0071_choices.csv,100,0,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0072_choices.csv,55.56,44.44,0,22.22,77.78,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0073_choices.csv,75,25,0,0,75,25
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0074_choices.csv,75,25,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0075_choices.csv,60,20,20,20,70,10
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0076_choices.csv,40,40,20,0,90,10
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0077_choices.csv,66.67,33.33,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0078_choices.csv,40,40,20,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0079_choices.csv,0,66.67,33.33,33.33,66.67,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0080_choices.csv,100,0,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0081_choices.csv,50,50,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0082_choices.csv,71.43,28.57,0,14.29,85.71,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0083_choices.csv,42.86,57.14,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0084_choices.csv,80,20,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0085_choices.csv,0,33.33,66.67,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0086_choices.csv,50,40,10,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0087_choices.csv,66.67,16.67,16.67,0,83.33,16.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0088_choices.csv,33.33,50,16.67,16.67,66.67,16.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0089_choices.csv,50,0,50,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0090_choices.csv,33.33,50,16.67,33.33,66.67,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0091_choices.csv,75,0,25,25,75,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0092_choices.csv,100,0,0,50,50,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0093_choices.csv,66.67,0,33.33,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0094_choices.csv,25,75,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0095_choices.csv,50,33.33,16.67,16.67,66.67,16.67
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0096_choices.csv,100,0,0,0,85.71,14.29
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0097_choices.csv,88.89,11.11,0,0,88.89,11.11
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0098_choices.csv,50,50,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0099_choices.csv,100,0,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0100_choices.csv,61.54,30.77,7.69,15.38,84.62,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0101_choices.csv,66.67,16.67,16.67,16.67,83.33,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0102_choices.csv,20,80,0,0,80,20
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0103_choices.csv,66.67,0,33.33,0,66.67,33.33
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0104_choices.csv,100,0,0,0,100,0
meta-llama_Meta-Llama-3.1-405B-Instruct,demographic_0105_choices.csv,66.67,0,33.33,0,100,0
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0001_choices.csv,0,25,75,25,25,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0002_choices.csv,12.5,12.5,75,0,37.5,62.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0003_choices.csv,11.11,22.22,66.67,22.22,22.22,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0004_choices.csv,11.11,22.22,66.67,11.11,33.33,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0005_choices.csv,14.29,28.57,57.14,0,14.29,85.71
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0006_choices.csv,11.11,0,88.89,33.33,11.11,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0007_choices.csv,0,38.46,61.54,7.69,23.08,69.23
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0008_choices.csv,16.67,8.33,75,25,25,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0009_choices.csv,25,75,0,25,50,25
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0010_choices.csv,11.11,11.11,77.78,11.11,33.33,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0011_choices.csv,20,20,60,0,60,40
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0012_choices.csv,11.11,11.11,77.78,22.22,0,77.78
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0013_choices.csv,0,25,75,12.5,50,37.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0014_choices.csv,0,16.67,83.33,8.33,16.67,75
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0015_choices.csv,11.11,22.22,66.67,0,22.22,77.78
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0016_choices.csv,11.11,22.22,66.67,22.22,22.22,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0017_choices.csv,15.38,7.69,76.92,15.38,7.69,76.92
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0018_choices.csv,0,12.5,87.5,25,37.5,37.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0019_choices.csv,18.18,36.36,45.45,9.09,18.18,72.73
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0020_choices.csv,0,12.5,87.5,50,12.5,37.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0021_choices.csv,28.57,0,71.43,14.29,42.86,42.86
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0022_choices.csv,12.5,12.5,75,25,12.5,62.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0023_choices.csv,0,33.33,66.67,33.33,33.33,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0024_choices.csv,25,0,75,0,37.5,62.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0025_choices.csv,10,20,70,10,30,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0026_choices.csv,33.33,44.44,22.22,22.22,33.33,44.44
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0027_choices.csv,20,20,60,40,20,40
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0028_choices.csv,7.69,23.08,69.23,7.69,30.77,61.54
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0029_choices.csv,40,0,60,20,0,80
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0030_choices.csv,11.11,22.22,66.67,0,33.33,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0031_choices.csv,14.29,0,85.71,0,14.29,85.71
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0032_choices.csv,36.36,27.27,36.36,18.18,18.18,63.64
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0033_choices.csv,0,33.33,66.67,8.33,58.33,33.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0034_choices.csv,0,0,100,0,33.33,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0035_choices.csv,28.57,28.57,42.86,0,14.29,85.71
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0036_choices.csv,0,20,80,10,10,80
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0037_choices.csv,0,11.11,88.89,44.44,11.11,44.44
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0038_choices.csv,11.11,22.22,66.67,11.11,33.33,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0039_choices.csv,10,30,60,10,10,80
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0040_choices.csv,0,50,50,0,25,75
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0041_choices.csv,20,40,40,0,40,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0042_choices.csv,22.22,33.33,44.44,11.11,11.11,77.78
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0043_choices.csv,0,10,90,0,30,70
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0044_choices.csv,22.22,33.33,44.44,0,33.33,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0045_choices.csv,11.11,0,88.89,0,33.33,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0046_choices.csv,0,22.22,77.78,0,11.11,88.89
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0047_choices.csv,28.57,42.86,28.57,14.29,28.57,57.14
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0048_choices.csv,11.11,44.44,44.44,0,33.33,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0049_choices.csv,36.36,18.18,45.45,9.09,27.27,63.64
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0050_choices.csv,0,40,60,20,10,70
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0051_choices.csv,12.5,37.5,50,12.5,12.5,75
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0052_choices.csv,0,27.27,72.73,0,36.36,63.64
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0053_choices.csv,0,12.5,87.5,25,12.5,62.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0054_choices.csv,0,28.57,71.43,14.29,28.57,57.14
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0055_choices.csv,20,20,60,0,40,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0056_choices.csv,0,25,75,12.5,25,62.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0057_choices.csv,11.11,44.44,44.44,22.22,33.33,44.44
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0058_choices.csv,0,42.86,57.14,28.57,28.57,42.86
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0059_choices.csv,14.29,14.29,71.43,14.29,28.57,57.14
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0060_choices.csv,15.38,15.38,69.23,7.69,46.15,46.15
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0061_choices.csv,0,28.57,71.43,0,14.29,85.71
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0062_choices.csv,25,12.5,62.5,25,37.5,37.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0063_choices.csv,10,30,60,10,50,40
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0064_choices.csv,18.18,36.36,45.45,18.18,36.36,45.45
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0065_choices.csv,0,0,100,16.67,16.67,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0066_choices.csv,11.11,0,88.89,0,44.44,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0067_choices.csv,7.69,30.77,61.54,23.08,7.69,69.23
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0068_choices.csv,11.11,22.22,66.67,33.33,44.44,22.22
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0069_choices.csv,0,30,70,0,20,80
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0070_choices.csv,14.29,42.86,42.86,14.29,28.57,57.14
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0071_choices.csv,9.09,9.09,81.82,0,27.27,72.73
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0072_choices.csv,22.22,11.11,66.67,11.11,11.11,77.78
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0073_choices.csv,20,20,60,20,20,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0074_choices.csv,0,0,100,25,16.67,58.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0075_choices.csv,12.5,0,87.5,25,37.5,37.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0076_choices.csv,22.22,0,77.78,22.22,33.33,44.44
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0077_choices.csv,0,0,100,12.5,12.5,75
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0078_choices.csv,11.11,0,88.89,11.11,11.11,77.78
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0079_choices.csv,9.09,27.27,63.64,18.18,54.55,27.27
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0080_choices.csv,10,30,60,10,20,70
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0081_choices.csv,0,10,90,0,50,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0082_choices.csv,18.18,45.45,36.36,9.09,45.45,45.45
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0083_choices.csv,20,20,60,40,20,40
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0084_choices.csv,16.67,8.33,75,16.67,25,58.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0085_choices.csv,28.57,14.29,57.14,28.57,14.29,57.14
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0086_choices.csv,0,50,50,0,25,75
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0087_choices.csv,11.11,11.11,77.78,22.22,22.22,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0088_choices.csv,20,20,60,10,60,30
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0089_choices.csv,15.38,15.38,69.23,0,23.08,76.92
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0090_choices.csv,0,57.14,42.86,42.86,14.29,42.86
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0091_choices.csv,10,20,70,10,30,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0092_choices.csv,27.27,9.09,63.64,9.09,27.27,63.64
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0093_choices.csv,10,20,70,0,40,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0094_choices.csv,28.57,14.29,57.14,0,14.29,85.71
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0095_choices.csv,0,11.11,88.89,33.33,11.11,55.56
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0096_choices.csv,12.5,25,62.5,12.5,0,87.5
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0097_choices.csv,10,30,60,20,60,20
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0098_choices.csv,9.09,27.27,63.64,9.09,18.18,72.73
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0099_choices.csv,16.67,0,83.33,8.33,25,66.67
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0100_choices.csv,20,0,80,20,20,60
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0101_choices.csv,0,30,70,30,20,50
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0102_choices.csv,11.11,55.56,33.33,11.11,11.11,77.78
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0103_choices.csv,9.09,18.18,72.73,9.09,9.09,81.82
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0104_choices.csv,8.33,25,66.67,8.33,33.33,58.33
meta-llama_Meta-Llama-3.1-8B-Instruct,demographic_0105_choices.csv,0,23.08,76.92,15.38,23.08,61.54
Pro_deepseek-ai_DeepSeek-V3,demographic_0001_choices.csv,0,93.33,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0002_choices.csv,6.67,80,13.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0003_choices.csv,0,100,0,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0004_choices.csv,0,100,0,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0005_choices.csv,20,73.33,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0006_choices.csv,6.67,86.67,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0007_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0008_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0009_choices.csv,6.67,80,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0010_choices.csv,0,100,0,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0011_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0012_choices.csv,0,100,0,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0013_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0014_choices.csv,0,100,0,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0015_choices.csv,0,93.33,6.67,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0016_choices.csv,0,80,20,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0017_choices.csv,0,93.33,6.67,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0018_choices.csv,0,86.67,13.33,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0019_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0020_choices.csv,6.67,93.33,0,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0021_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0022_choices.csv,0,93.33,6.67,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0023_choices.csv,6.67,93.33,0,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0024_choices.csv,6.67,80,13.33,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0025_choices.csv,0,80,20,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0026_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0027_choices.csv,0,80,20,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0028_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0029_choices.csv,0,100,0,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0030_choices.csv,6.67,86.67,6.67,0,60,40
Pro_deepseek-ai_DeepSeek-V3,demographic_0031_choices.csv,0,86.67,13.33,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0032_choices.csv,0,100,0,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0033_choices.csv,0,93.33,6.67,0,60,40
Pro_deepseek-ai_DeepSeek-V3,demographic_0034_choices.csv,0,86.67,13.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0035_choices.csv,0,100,0,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0036_choices.csv,6.67,93.33,0,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0037_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0038_choices.csv,6.67,93.33,0,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0039_choices.csv,0,86.67,13.33,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0040_choices.csv,0,100,0,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0041_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0042_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0043_choices.csv,0,86.67,13.33,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0044_choices.csv,0,100,0,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0045_choices.csv,0,80,20,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0046_choices.csv,6.67,86.67,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0047_choices.csv,0,93.33,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0048_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0049_choices.csv,13.33,80,6.67,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0050_choices.csv,0,100,0,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0051_choices.csv,0,100,0,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0052_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0053_choices.csv,0,93.33,6.67,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0054_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0055_choices.csv,0,73.33,26.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0056_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0057_choices.csv,0,100,0,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0058_choices.csv,0,93.33,6.67,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0059_choices.csv,13.33,66.67,20,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0060_choices.csv,6.67,86.67,6.67,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0061_choices.csv,6.67,93.33,0,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0062_choices.csv,20,73.33,6.67,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0063_choices.csv,0,93.33,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0064_choices.csv,6.67,73.33,20,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0065_choices.csv,6.67,93.33,0,6.67,60,33.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0066_choices.csv,0,93.33,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0067_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0068_choices.csv,0,80,20,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0069_choices.csv,0,80,20,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0070_choices.csv,0,100,0,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0071_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0072_choices.csv,0,100,0,6.67,80,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0073_choices.csv,0,86.67,13.33,0,100,0
